15046,Marin,Prochazka,1963-09-22,1987-03-07,9999-01-01,Senior Staff
15061,Kwangyoen,Hofmeyr,1963-05-07,1988-06-27,9999-01-01,Engineer
15067,Nidapan,Uhrig,1962-08-02,1988-05-04,9999-01-01,Senior Staff
15189,Pascal,Strandh,1964-11-09,1988-06-11,9999-01-01,Engineer
15211,Abdelaziz,Waterhouse,1962-01-27,1987-11-06,9999-01-01,Assistant Engineer
15244,Gina,Bail,1963-10-11,1985-08-22,9999-01-01,Engineer
15257,Ishfaq,Schauser,1964-07-03,1987-09-16,9999-01-01,Senior Staff
15291,Giao,Teitelbaum,1963-06-29,1988-07-05,9999-01-01,Engineer
15322,Munehiko,Sidou,1963-12-27,1985-02-04,9999-01-01,Engineer
15355,Hisao,Yurov,1964-09-16,1987-10-09,9999-01-01,Senior Engineer
15371,Shih,Kuszyk,1963-11-16,1988-11-05,9999-01-01,Senior Staff
15418,Gianluca,Neimat,1963-08-10,1985-10-25,9999-01-01,Senior Staff
15432,Adib,Simmen,1963-01-13,1986-04-16,9999-01-01,Senior Staff
15485,Sadun,Comellas,1964-07-16,1988-11-07,9999-01-01,Senior Engineer
15495,Sven,Rotem,1964-06-04,1988-05-25,9999-01-01,Senior Staff
15540,Steen,Mullainathan,1963-05-31,1988-12-01,9999-01-01,Engineer
15542,Mariangiola,Hardjono,1964-03-01,1988-04-26,9999-01-01,Senior Engineer
15547,Leandro,Murillo,1964-03-05,1987-02-03,9999-01-01,Engineer
15574,Evgueni,Kalloufi,1964-04-24,1988-12-19,9999-01-01,Senior Staff
15597,JoAnne,Farris,1962-12-16,1985-11-09,9999-01-01,Senior Staff
15599,Filipe,Piancastelli,1964-11-23,1987-02-16,9999-01-01,Senior Staff
15620,Alejandro,Randi,1964-04-10,1987-02-14,9999-01-01,Senior Staff
15721,Perla,Denis,1962-05-27,1987-04-28,9999-01-01,Engineer
15722,Tesuro,Giaccio,1963-02-24,1987-12-17,9999-01-01,Engineer
15725,Shuichi,Petersohn,1964-07-04,1987-11-04,9999-01-01,Senior Staff
15741,Baruch,Neiman,1963-12-27,1987-06-26,9999-01-01,Technique Leader
15749,Unal,Pargas,1963-04-18,1987-03-22,9999-01-01,Senior Engineer
15784,Gen,Bernatsky,1963-12-02,1987-10-31,9999-01-01,Senior Staff
15794,Serge,Fairtlough,1963-12-14,1987-02-28,9999-01-01,Engineer
15802,Adhemar,Haumacher,1962-11-30,1985-04-08,9999-01-01,Senior Staff
15834,Changho,Simkin,1963-06-14,1986-06-14,9999-01-01,Senior Staff
15852,Nathalie,Bonifati,1964-10-22,1988-06-01,9999-01-01,Senior Engineer
15881,Ortrun,Luby,1964-05-11,1986-09-27,9999-01-01,Engineer
15883,Jixiang,Rosin,1962-05-27,1985-04-02,9999-01-01,Engineer
15888,Salvador,Zumaque,1964-04-14,1987-08-07,9999-01-01,Senior Staff
15913,Shigeaki,Mattern,1963-02-09,1986-04-21,9999-01-01,Senior Engineer
16007,Premsyl,Dalton,1964-05-30,1988-04-15,9999-01-01,Engineer
16055,Akeel,Heyers,1963-04-26,1987-08-09,9999-01-01,Engineer
16062,Jaques,Peak,1963-02-26,1986-01-25,9999-01-01,Senior Staff
16064,Lucian,Murtha,1963-08-16,1988-01-21,9999-01-01,Technique Leader
16065,Kaijung,Karunanithi,1962-07-05,1987-08-28,9999-01-01,Senior Staff
16091,Yucai,Belinskaya,1964-09-28,1987-01-10,9999-01-01,Engineer
16098,Stella,Fortenbacher,1964-12-11,1985-09-30,9999-01-01,Engineer
16100,Mantis,Petereit,1962-04-20,1986-03-31,9999-01-01,Senior Staff
16107,Feiyu,Luit,1963-12-23,1985-03-30,9999-01-01,Senior Staff
16115,Haldun,Silva,1964-11-30,1985-11-14,9999-01-01,Senior Staff
16168,JoAnna,Ashish,1964-02-05,1986-10-15,9999-01-01,Assistant Engineer
16182,Mantis,Alpay,1963-09-10,1987-06-28,9999-01-01,Technique Leader
16190,Constantine,Fandrianto,1963-04-23,1986-08-13,9999-01-01,Technique Leader
16248,Tadahiro,Masada,1963-10-21,1988-12-16,9999-01-01,Engineer
16275,Maja,Ruemmler,1964-06-08,1987-11-25,9999-01-01,Engineer
16353,Shawna,Denis,1962-08-07,1987-09-29,9999-01-01,Engineer
16356,Sibyl,Woycyznski,1964-06-25,1988-12-05,9999-01-01,Senior Staff
16357,Arve,Perl,1963-03-15,1988-09-11,9999-01-01,Engineer
16371,Duri,Danlos,1964-03-25,1987-05-12,9999-01-01,Senior Staff
16374,Holgard,Nergos,1963-05-23,1987-05-21,9999-01-01,Engineer
16391,Hidekazu,Syrzycki,1963-10-31,1986-07-21,9999-01-01,Engineer
16394,Chinho,Gluchowski,1964-01-16,1986-02-03,9999-01-01,Senior Staff
16461,Remmert,Schahn,1965-01-14,1986-09-06,9999-01-01,Senior Staff
16476,Mitsuyuki,Huttel,1964-02-15,1988-04-22,9999-01-01,Technique Leader
16489,Junsik,Broder,1962-11-30,1987-06-30,9999-01-01,Engineer
16513,Toney,Auria,1964-10-15,1987-03-03,9999-01-01,Senior Staff
16519,Jeane,Denny,1963-10-10,1987-05-26,9999-01-01,Engineer
16553,Jianhao,Halevi,1962-03-07,1988-06-22,9999-01-01,Senior Staff
16618,Sadun,Hebert,1963-03-30,1987-05-17,9999-01-01,Senior Staff
16620,Arco,Basagni,1962-05-06,1987-07-22,9999-01-01,Senior Staff
16707,Dulce,Naudin,1963-12-15,1985-12-25,9999-01-01,Technique Leader
16727,Saniya,Codenie,1963-11-05,1987-09-24,9999-01-01,Engineer
16758,Zongyan,Vilarrasa,1962-11-04,1987-10-25,9999-01-01,Engineer
16781,Emdad,Cangellaris,1963-04-12,1985-10-15,9999-01-01,Assistant Engineer
16804,Alain,Wossner,1962-07-17,1986-03-25,9999-01-01,Senior Engineer
16810,Honesty,Verspoor,1963-07-14,1987-08-15,9999-01-01,Assistant Engineer
16825,Ziyad,Perri,1962-01-26,1986-12-05,9999-01-01,Engineer
16826,Morris,Rosis,1962-01-30,1986-05-17,9999-01-01,Senior Staff
16861,Moon,Akaboshi,1963-04-19,1985-12-14,9999-01-01,Assistant Engineer
16865,Gou,Rosin,1964-06-12,1986-01-08,9999-01-01,Senior Staff
16887,Bernardo,Sinitsyn,1962-11-16,1985-02-06,9999-01-01,Engineer
16945,Ramzi,McConalogue,1963-10-25,1986-02-14,9999-01-01,Engineer
16963,Monique,Lalonde,1964-11-07,1988-07-06,9999-01-01,Senior Engineer
16991,Oksana,Birke,1963-11-26,1986-02-24,9999-01-01,Senior Staff
17026,Sham,Hockney,1964-11-21,1986-05-29,9999-01-01,Senior Staff
17029,Nobuyoshi,Bardell,1962-01-08,1986-08-17,9999-01-01,Senior Engineer
17061,Zhigen,Gomatam,1962-05-02,1987-11-30,9999-01-01,Senior Staff
17121,Thanasis,Lorys,1964-02-17,1988-01-18,9999-01-01,Engineer
17139,Stein,Cesareni,1963-01-18,1987-11-23,9999-01-01,Engineer
17164,Pranjal,Birta,1964-05-30,1988-12-17,9999-01-01,Engineer
17177,Garnet,Highland,1964-01-30,1987-10-08,9999-01-01,Engineer
17188,Boguslaw,Cardazo,1962-06-08,1988-09-19,9999-01-01,Engineer
17209,Przemyslawa,Merle,1963-04-23,1988-07-05,9999-01-01,Engineer
17238,Achilleas,Schach,1964-08-12,1985-07-07,9999-01-01,Senior Staff
17273,Aiichiro,Verhaegen,1964-03-05,1985-07-06,9999-01-01,Senior Engineer
17332,Valery,Grospietsch,1964-01-09,1985-03-02,9999-01-01,Senior Staff
17376,Moheb,Fadgyas,1964-10-13,1988-01-12,9999-01-01,Senior Engineer
17377,Kien,Ambroszkiewicz,1962-01-01,1986-04-10,9999-01-01,Senior Staff
17389,Taiji,Kemmerer,1962-11-23,1985-02-02,9999-01-01,Assistant Engineer
17420,Jinpo,Stamatiou,1964-05-22,1988-10-13,9999-01-01,Senior Staff
17421,Adel,Birjandi,1963-12-16,1985-02-12,9999-01-01,Senior Staff
17433,Flemming,Wegerle,1964-05-21,1985-09-29,9999-01-01,Technique Leader
17459,Xuejun,Delgrange,1962-05-19,1988-04-24,9999-01-01,Senior Staff
17461,Karoline,Lampe,1962-11-18,1985-04-12,9999-01-01,Technique Leader
17475,Mingdong,Callaway,1964-04-29,1987-02-28,9999-01-01,Senior Engineer
17504,Nidapan,Comyn,1963-01-08,1986-02-27,9999-01-01,Engineer
17530,Martina,Granlund,1964-10-11,1986-11-04,9999-01-01,Engineer
17535,Eishiro,Rouquie,1964-05-09,1985-09-28,9999-01-01,Assistant Engineer
17537,Jaewoo,Rosay,1964-08-02,1988-02-26,9999-01-01,Engineer
17572,Bingning,Alpay,1964-07-18,1988-10-04,9999-01-01,Engineer
17575,Gor,Duclos,1964-03-04,1988-11-11,9999-01-01,Engineer
17581,Marl,Kushner,1963-10-23,1988-06-19,9999-01-01,Senior Staff
17591,Qingxiang,Brickell,1962-02-22,1986-03-04,9999-01-01,Engineer
17592,Franziska,Bonifati,1962-02-08,1987-05-30,9999-01-01,Senior Staff
17641,Jaber,Parhami,1964-12-13,1987-05-17,9999-01-01,Senior Staff
17724,Zhiguo,Luks,1964-04-29,1986-04-18,9999-01-01,Engineer
17758,Nikolaos,Ranka,1963-02-27,1987-07-20,9999-01-01,Technique Leader
17846,Falguni,Schieder,1963-05-13,1987-10-02,9999-01-01,Technique Leader
17870,Zhenbing,Viele,1962-07-10,1985-06-24,9999-01-01,Engineer
17905,Wuxu,Vilarrasa,1964-12-19,1985-02-11,9999-01-01,Senior Engineer
17944,Munenori,Delaune,1962-05-13,1988-10-11,9999-01-01,Assistant Engineer
17953,Sugwoo,Vesna,1963-10-21,1985-09-07,9999-01-01,Senior Staff
17954,Zhigen,Spelt,1964-05-06,1985-05-05,9999-01-01,Senior Staff
17978,Yinghua,Riefers,1962-04-19,1987-10-28,9999-01-01,Senior Staff
18002,Munehiko,Kisuki,1963-02-18,1987-01-30,9999-01-01,Senior Engineer
18010,Aksel,Kropp,1963-08-04,1985-12-25,9999-01-01,Senior Staff
18021,Adil,Matzke,1965-01-07,1987-05-08,9999-01-01,Engineer
18023,Valeri,Chenoweth,1962-05-27,1985-05-17,9999-01-01,Engineer
18029,Younwoo,Awdeh,1962-08-22,1987-02-08,9999-01-01,Engineer
18039,Danco,Rubsam,1964-03-03,1988-05-31,9999-01-01,Technique Leader
18043,Yuqun,Harnett,1962-01-04,1986-11-03,9999-01-01,Engineer
18045,Zengping,Wendorf,1962-03-17,1987-06-12,9999-01-01,Engineer
18072,Cedric,Kalsbeek,1963-08-29,1985-08-11,9999-01-01,Senior Staff
18076,Mari,Baranowski,1963-05-17,1986-08-22,9999-01-01,Engineer
18083,Aimee,Tiemann,1962-08-14,1987-12-13,9999-01-01,Senior Engineer
